Type,ID,Name,Address,ReviewNum,LN(ReviewNum),Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,ApplauseRate,High-qualityMerchant,District,Area,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay,LN(BusinessDay),Label and Num,FunctionLabelScore,FlavorLabelScore,EnvironmentLabelScore,DishesLabelScore,ServiceLabelScore,Cost-effectiveLabelScore
粤菜,3204550,悦宴酒家,天源路961号晨悦大酒店3楼(广州艺术学校对面),566,6.338594078,4.5,9.1,8.3,8.3,257,45.97,1,天河区,龙洞/岑村,0,274,8,1,1,0,0,0,62,2946,7.988203597,回头客（27）干净卫生（9）海鲜棒（7）高大上（3）上菜慢（23）家庭聚餐（8）不推荐（7）下午茶（6）请客（6）朋友聚餐（3）,0.575757576,0.070707071,0.121212121,0,0.232323232,0
粤菜,65331298,聚汇坊?猪肚鸡椰子鸡(环市东店),天河路16号海油大厦首层自编115号铺,2123,7.660585462,4.5,8.9,9,8.9,1795,84.55,1,越秀区,区庄/动物园,0,1269,1,1,1,0,0,1,95,603,6.401917197,回头客（102）上菜快（49）干净卫生（21）有表演（10）朋友聚餐（34）家庭聚餐（16）深夜食堂（10）年会（10）下午茶（5）闺蜜聚会（5）,0.688715953,0,0.120622568,0,0.190661479,0
粤菜,66977923,乡下饭庄,新港东路吉祥围1号(近万胜围地铁C出口),971,6.878326468,4,8.4,7.8,7.6,393,40.47,0,海珠区,琶洲,0,682,5,1,0,0,1,0,66,506,6.226536669,干净卫生（89）上菜快（44）回头客（36）现做现卖（22）不推荐（11）家庭聚餐（8）开放厨房（6）请客（5）朋友聚餐（3）闺蜜聚会（3）,0.40625,0,0.397321429,0,0.196428571,0
粤菜,73590000,汤尚煌(花城汇店),花城汇北区B区B1层1071-2,360,5.886104031,4.5,8.3,8.3,8.5,195,54.17,1,天河区,高德置地/花城汇,1,232,0,0,1,0,0,1,64,334,5.811140993,肉类好（26）海鲜棒（14）干净卫生（13）上菜快（9）回头客（7）文艺清新（25）分量少（14）朋友聚餐（4）闺蜜聚会（4）家庭聚餐（3）,0.12173913,0.347826087,0.330434783,0,0.07826087,0.12173913
粤菜,93326514,陶陶居酒家(万国广场店),前进路40号万国广场6楼606-607号,497,6.208590026,4,8.4,8.3,8.2,220,44.27,0,海珠区,滨江路,1,397,0,0,0,1,0,0,78,98,4.584967479,肉类好（43）上菜快（20）点心好（20）回头客（17）干净卫生（7）高大上（6）分量少（27）下午茶（19）不推荐（6）朋友聚餐（5）,0.276470588,0.370588235,0.076470588,0,0.117647059,0.158823529
粤菜,2716477,SKY NO.1空中一号,珠江新城华夏路1号信合大厦28-31楼(近临江大道),6097,8.715552126,4,7.9,8.8,7.6,2466,41.03,0,天河区,高德置地/花城汇,1,1820,88,1,1,0,0,0,152,2787,7.932721027,回头客（133）干净卫生（34）有萌宠（12）下午茶（159）上菜慢（153）请客（94）不推荐（50）家庭聚餐（39）朋友聚餐（16）公司聚餐（9）,0.715307582,0,0.065808298,0,0.21888412,0
粤菜,67793856,渔意如意,东晓路雅墩街1号,176,5.170483995,4.5,9,7.8,8.1,89,50.57,1,海珠区,滨江路,1,98,0,0,0,0,0,0,90,483,6.180016654,味道赞（51）海鲜棒（20）服务热情（18）菜品不错（15）回头客（13）干净卫生（9）性价比高（4）价格实惠（3）午餐（8）上菜慢（7）,0.141891892,0.581081081,0.060810811,0,0.168918919,0.047297297
粤菜,5273761,广州酒家(越华路店),越华路112号珠江国际大厦5-6楼(越秀区政府对面),7038,8.859079318,4.5,8.6,8.8,7.9,3684,52.34,1,越秀区,北京路,1,1211,12,1,1,0,0,0,118,2312,7.74586823,回头客（363）干净卫生（105）下午茶（164）上菜慢（78）请客（48）不推荐（48）家庭聚餐（25）朋友聚餐（14）闺蜜聚会（7）现做现卖（5）,0.784705882,0,0.123529412,0,0.091764706,0
粤菜,91012820,胤悦·摩登粤菜(江南西店),江南西路润汇广场2楼2002-2003,925,6.829793738,4,8,8.5,8.5,317,34.27,0,海珠区,江南西,1,847,0,0,0,1,0,1,66,169,5.129898715,肉类好（98）上菜快（39）回头客（29）干净卫生（19）下午茶（43）不推荐（24）闺蜜聚会（9）朋友聚餐（7）文艺清新（7）家庭聚餐（4）,0.396296296,0.362962963,0.096296296,0,0.144444444,0
粤菜,19644700,點都德(凤凰楼店),新港西路82号轻纺交易园C区C10街二楼(星巴克旁直入500米),5064,8.529911964,4.5,8.6,8.4,7.9,2562,50.59,1,海珠区,新港西路,0,1046,9,1,1,0,0,1,68,1170,7.064759028,回头客（343）上菜快（73）干净卫生（40）下午茶（208）不推荐（43）朋友聚餐（17）家庭聚餐（13）深夜食堂（4）现做现卖（4）,0.848322148,0,0.053691275,0,0.097986577,0
粤菜,3896899,公馆·炳胜集团,珠江新城冼村路2号首府大厦5楼(省博物馆对面),1120,7.021083964,4,8.4,9,7.8,491,43.88,0,天河区,珠江新城,1,525,8,1,0,0,0,0,144,2825,7.946263644,回头客（55）干净卫生（20）请客（41）下午茶（40）上菜慢（27）不推荐（20）家庭聚餐（9）朋友聚餐（8）现做现卖（5）公司聚餐（5）,0.795652174,0,0.086956522,0,0.117391304,0
粤菜,22217104,广州日航酒店桃李酒家,"华观路1961号广州日航酒店3楼(天河智慧城内,毗邻天河软件园/科学城)",255,5.541263545,5,8.9,9.2,9.2,218,85.49,1,天河区,车陂/东圃,0,190,0,0,0,1,0,0,147,392,5.97126184,回头客（18）上菜快（6）干净卫生（5）点心好（5）牛肉赞（4）高大上（4）海鲜棒（3）下午茶（3）朋友聚餐（3）分量少（3）,0.444444444,0.222222222,0.166666667,0,0.111111111,0.055555556
粤菜,11560832,广州酒家(临江大道店),珠江新城临江大道57号中和广场2层(近珠江新城),4665,8.447843113,4,8.6,8.7,8,2470,52.95,1,天河区,高德置地/花城汇,1,919,8,1,1,0,0,0,120,1355,7.211556733,回头客（176）干净卫生（55）上菜慢（121）下午茶（117）请客（29）不推荐（29）朋友聚餐（13）家庭聚餐（12）年会（9）公司聚餐（7）,0.690140845,0,0.096830986,0,0.213028169,0
粤菜,59023646,爆煲先生(富力盈凯店),华夏路16号208房(富力盈凯广场2楼),63,4.143134726,4.5,8.6,8.7,8.7,42,66.67,1,天河区,珠江新城,1,31,0,0,1,0,0,1,21,633,6.450470422,味道赞（26）上菜快（10）干净卫生（6）牛肉赞（6）服务热情（6）主食赞（5）分量足（4）菜品不错（4）回头客（3）午餐（16）,0.220930233,0.476744186,0.069767442,0,0.186046512,0.046511628
粤菜,13917869,海晏楼(滨江东总店),滨江东路1040号江畔华庭2楼（近民生银行）中海锦苑对面,4374,8.383433201,4,8.5,7.5,7.5,2005,45.84,1,海珠区,滨江路,1,1041,10,1,1,0,0,1,104,1528,7.33171497,回头客（262）干净卫生（48）上菜慢（97）请客（32）不推荐（25）家庭聚餐（20）朋友聚餐（14）文艺清新（6）工作餐（6）闺蜜聚会（5）,0.703921569,0,0.105882353,0,0.190196078,0
粤菜,57822037,兰桂坊珍味馆(珠江新城店),花城大道88号优托邦商场2座4F,2207,7.699389406,4.5,8.4,8.5,8.3,1275,57.77,1,天河区,珠江新城,1,756,1,1,1,0,0,1,90,679,6.520621128,回头客（144）上菜快（49）干净卫生（20）不推荐（24）朋友聚餐（18）请客（13）公司聚餐（12）家庭聚餐（7）闺蜜聚会（6）深夜食堂（5）,0.76369863,0,0.068493151,0,0.167808219,0
粤菜,521764,宾宾酒家(34年老店),大新西路412号(近人民高架),1686,7.430114139,4,8.5,7.2,7.9,833,49.61,1,越秀区,越秀其他,0,571,4,1,0,0,0,1,67,1852,7.524021415,回头客（54）干净卫生（19）有萌宠（4）深夜食堂（38）上菜慢（37）不推荐（20）现做现卖（5）弄堂小店（4）家庭聚餐（4）,0.654054054,0,0.145945946,0,0.2,0
粤菜,14903968,海门鱼仔店(东圃店),中山大道与广州环城高速交叉口358号东溪大厦旁(东溪商务酒店旁、原潮诚酒家),1641,7.403061091,4,8.7,8.4,8.1,814,49.6,1,天河区,车陂/东圃,0,439,8,1,0,0,0,0,96,1460,7.286191715,回头客（127）上菜快（52）干净卫生（19）请客（22）不推荐（13）公司聚餐（11）朋友聚餐（9）现做现卖（9）下午茶（8）家庭聚餐（5）,0.741818182,0,0.069090909,0,0.189090909,0
粤菜,8010775,牛鲜馆牛肉火锅(东华西路店),东华西路205号(近中华广场，烈士陵园地铁站，北京路文化旅游街),7958,8.981932991,4.5,8.8,8.1,8.3,4198,52.75,1,越秀区,中山二三路/东山口,1,1359,5,1,1,0,0,1,87,1839,7.516977225,回头客（606）干净卫生（177）菜品健康（162）上菜快（80）有萌宠（6）深夜食堂（61）不推荐（38）朋友聚餐（35）闺蜜聚会（7）,0.635193133,0.139055794,0.157081545,0,0.068669528,0
粤菜,93056267,蚝客城·生蚝主题潮汕菜,齐富路62号亿达商务大厦首层103铺(威利商务中心对面),49,3.891820298,4.5,8.4,8.4,8.5,38,77.55,1,白云区,新市,0,41,1,1,1,1,0,1,86,113,4.727387819,味道赞（15）服务热情（15）干净卫生（8）肉类好（5）菜品不错（5）海鲜棒（4）价格实惠（4）回头客（3）,0.050847458,0.491525424,0.13559322,0,0.254237288,0.06779661
粤菜,13883976,璞园香约椰子鸡(机场路店),机场路91号润景广场103号(民航学院入口处地铁飞翔公园旁),2341,7.758333467,4.5,9,9,8,1351,57.71,1,白云区,机场路,1,240,4,1,0,0,0,0,102,1396,7.241366283,回头客（264）肉类好（112）干净卫生（30）海鲜棒（3）上菜慢（16）朋友聚餐（13）家庭聚餐（10）闺蜜聚会（6）不推荐（6）请客（5）,0.649237473,0.250544662,0.065359477,0,0.034858388,0
粤菜,58943717,金盞鱼生·生蚝刺身(海珠店),新业路110号(石溪羽毛球馆附近),333,5.80814249,4.5,9,7.5,8.4,206,61.86,1,海珠区,工业大道,1,243,1,1,1,1,1,0,89,610,6.413458957,味道赞（64）海鲜棒（56）干净卫生（54）菜品不错（14）回头客（11）上菜快（9）分量足（6）深夜食堂（10）朋友聚餐（3）家庭聚餐（3）,0.117391304,0.582608696,0.234782609,0,0.039130435,0.026086957
粤菜,5339964,粤海喜来登酒店采悦轩中餐厅(天河城店),天河路208号粤海喜来登酒店3楼(近天河城),2260,7.723120092,4.5,8.3,9.1,8.6,1342,59.38,1,天河区,天河城/体育中心,1,528,7,1,1,0,0,0,157,1990,7.595889918,回头客（78）干净卫生（32）请客（40）下午茶（32）上菜慢（23）不推荐（14）家庭聚餐（11）朋友聚餐（9）闺蜜聚会（5）现做现卖（4）,0.773662551,0,0.131687243,0,0.094650206,0
粤菜,67330635,榕记·专注蛇宴(滨江店),滨江西路266号,674,6.513230111,4,8.5,7.7,7.4,260,38.58,0,海珠区,滨江路,1,432,1,1,0,0,0,1,167,517,6.248042875,回头客（30）干净卫生（9）有萌宠（3）深夜食堂（37）上菜慢（12）不推荐（7）下午茶（5）朋友聚餐（4）家庭聚餐（4）现做现卖（3）,0.789473684,0,0.105263158,0,0.105263158,0
粤菜,66401379,陶陶居酒家(丽影广场店),新港中路352号海珠丽影广场C区3层306(客村地铁站C出口),1752,7.468513271,4,8.3,8.4,8,733,41.84,0,海珠区,客村/赤岗,1,1244,1,1,0,0,0,0,86,500,6.214608098,回头客（77）上菜快（47）干净卫生（22）下午茶（115）不推荐（35）现做现卖（17）朋友聚餐（15）请客（8）闺蜜聚会（7）文艺清新（5）,0.782991202,0,0.079178886,0,0.137829912,0
粤菜,10648087,广州文华东方酒店餐厅,天河路389号文华东方酒店内(太古汇),96,4.564348191,4.5,8.7,8.9,9.1,56,58.33,1,天河区,石牌/龙口,1,66,0,0,0,0,0,0,232,1512,7.321188557,服务热情（22）味道赞（11）高大上（10）菜品不错（6）回头客（3）下午茶（16）早餐（8）价格高（6）午餐（4）,0.360465116,0.197674419,0.11627907,0,0.255813953,0.069767442
粤菜,9968874,龙庭琇厨·海派粤式融合菜(广州分店),越华路112号珠江国际大厦4楼,785,6.665683718,4.5,8.7,9.1,8.9,427,54.39,1,越秀区,北京路,1,160,5,1,1,0,0,0,134,1617,7.38832786,回头客（48）海鲜棒（17）干净卫生（8）上菜慢（14）请客（11）下午茶（7）家庭聚餐（7）不推荐（7）工作餐（4）年会（3）,0.69047619,0.134920635,0.063492063,0,0.111111111,0
粤菜,70442011,老楷茶餐厅,新港西路164号(康乐村车站),381,5.942799375,4.5,8.4,8.4,8.8,200,52.49,1,海珠区,新港西路,0,271,0,0,0,1,0,1,45,391,5.96870756,饮品赞（61）干净卫生（28）回头客（15）牛肉赞（10）上菜快（5）下午茶（35）不推荐（6）现做现卖（5）朋友聚餐（3）闺蜜聚会（3）,0.380952381,0.422619048,0.166666667,0,0.029761905,0
粤菜,69811331,佩服冰镇捞起桑拿火锅,中山四路228号广州城投大厦2楼201铺(农讲所D出口直行3分钟),934,6.839476438,4.5,8.6,8.4,9,707,75.7,1,越秀区,北京路,1,723,0,0,1,0,0,0,105,402,5.996452089,菜品健康（159）回头客（49）干净卫生（40）海鲜棒（27）牛肉赞（16）上菜快（5）分量少（19）不推荐（6）朋友聚餐（4）闺蜜聚会（4）,0.181538462,0.621538462,0.123076923,0,0.015384615,0.058461538
粤菜,5305218,悦榕庄(穗盐路店),芳村穗盐路口(葵逢桥旁),9285,9.136155474,4,8.4,7.8,7.7,4790,51.59,1,荔湾区,芳村,0,1301,22,1,1,0,0,0,81,1525,7.329749689,回头客（660）干净卫生（79）上菜快（78）冬天吃过瘾（13）有表演（7）家庭聚餐（50）朋友聚餐（38）请客（28）不推荐（19）公司聚餐（10）,0.819755601,0.013238289,0.087576375,0,0.079429735,0
粤菜,18230700,點都德(名都楼),江湾路156号中海名都东门(江湾桥南站),4073,8.312135108,4.5,8.7,8.3,8.1,2055,50.45,1,海珠区,滨江路,1,692,0,0,1,0,0,1,61,1289,7.161622003,回头客（347）上菜快（81）干净卫生（31）有萌宠（7）下午茶（130）不推荐（16）朋友聚餐（11）现做现卖（8）请客（7）深夜食堂（5）,0.814930016,0,0.059097978,0,0.125972006,0
粤菜,21128052,广东道至正餐厅(区庄店),环市东路419号(近区庄立交旁区庄地铁E出口),8408,9.036938913,4,8.1,8.7,7.7,3772,44.86,1,越秀区,区庄/动物园,0,1811,14,1,1,0,0,1,83,1062,6.967909202,回头客（447）干净卫生（61）上菜慢（176）下午茶（174）不推荐（58）朋友聚餐（44）请客（39）家庭聚餐（21）现做现卖（20）公司聚餐（16）,0.775568182,0,0.057765152,0,0.166666667,0
粤菜,77216604,香竹农庄,良口填石岭村(大广，米步站出口),63,4.143134726,4.5,9,7.5,8.8,49,77.78,1,从化区,从化区,0,47,0,0,0,0,0,0,51,257,5.549076085,主食赞（17）味道赞（15）服务热情（14）菜品不错（7）海鲜棒（3）肉类好（3）午餐（4）现做现卖（3）,0.106060606,0.681818182,0,0,0.212121212,0
粤菜,18308191,皇潮●鲍汁海鲜鸡煲,凤阳街道江南大道南475号(近江泰地铁站B1出口),367,5.905361848,4.5,9,8,8.7,187,50.95,1,海珠区,江南大道,1,170,1,1,1,0,0,1,73,1334,7.195937226,回头客（23）干净卫生（14）分量足（14）牛肉赞（4）海鲜棒（3）主食赞（3）饮品赞（3）深夜食堂（4）朋友聚餐（3）不推荐（3）,0.445945946,0.175675676,0.189189189,0,0,0.189189189
粤菜,56797993,后街唐厨(友谊店),珠江西路5号友谊商店4层,1784,7.486613313,4,7.9,8.8,8.4,702,39.35,0,天河区,高德置地/花城汇,1,1130,1,1,0,0,0,0,81,686,6.530877628,回头客（65）上菜快（35）干净卫生（9）有萌宠（4）不推荐（28）朋友聚餐（19）闺蜜聚会（15）下午茶（14）请客（9）文艺清新（7）,0.710526316,0,0.105263158,0,0.184210526,0
粤菜,75125931,尚裕园农庄,行政路一路18号,158,5.062595033,5,9.2,9.2,9.2,140,88.61,1,增城区,增城区,0,126,0,0,1,0,0,0,64,363,5.894402834,味道赞（52）菜品不错（28）服务热情（26）干净卫生（11）回头客（8）肉类好（8）海鲜棒（6）价格实惠（6）分量足（4）高大上（3）,0.052631579,0.618421053,0.092105263,0,0.171052632,0.065789474
粤菜,519515,陶然轩-岭南·文博食荟(沙面店),沙面南街50号(近沙面玫瑰园),4805,8.477412321,4,8.3,8.9,7.7,2453,51.08,1,荔湾区,沙面,0,1189,17,1,1,0,0,0,96,2518,7.831220215,回头客（202）干净卫生（79）上菜慢（152）下午茶（123）不推荐（37）请客（23）家庭聚餐（15）朋友聚餐（9）深夜食堂（6）文艺清新（3）,0.6394453,0,0.126348228,0,0.234206471,0
粤菜,9997029,仙溪美食农庄,福泉路12号,1122,7.022868086,4,8.5,7.3,8,592,52.76,1,从化区,温泉镇,0,328,1,1,1,0,0,0,50,1398,7.242797923,上菜快（76）肉类好（52）海鲜棒（26）回头客（24）干净卫生（16）有萌宠（7）主食赞（6）不推荐（5）现做现卖（3）别墅（3）,0.146788991,0.385321101,0.119266055,0,0.348623853,0
粤菜,517659,富临食府,惠福东路417号(近教育路),7962,8.982435504,4,8.2,6.5,7,2647,34.93,0,越秀区,北京路,1,1931,194,1,0,0,0,0,61,2995,8.004699511,回头客（546）干净卫生（93）有萌宠（21）上菜慢（230）不推荐（75）朋友聚餐（67）公司聚餐（44）请客（30）家庭聚餐（25）深夜食堂（17）,0.700348432,0,0.099303136,0,0.200348432,0
粤菜,518913,炳胜品味(天河店),天河东路168号石牌酒店1-2楼(近太古汇),8458,9.042868018,4,7.9,7.6,7,1924,34.67,0,天河区,天河城/体育中心,1,1773,888,1,0,0,0,0,120,147,4.990432587,回头客（390）干净卫生（113）深夜食堂（361）请客（251）上菜慢（158）朋友聚餐（96）不推荐（88）公司聚餐（66）家庭聚餐（51）下午茶（22）,0.830200501,0,0.070802005,0,0.098997494,0
粤菜,2873887,云腾沙锅粥,龙津东路713-715号(近满记),1457,7.284134806,4,8.5,6.8,6.9,459,31.99,0,荔湾区,康王路,0,820,19,1,0,0,0,0,67,2947,7.988542983,回头客（96）干净卫生（34）有萌宠（4）深夜食堂（167）上菜慢（20）不推荐（20）现做现卖（8）朋友聚餐（4）闺蜜聚会（4）,0.835694051,0,0.107648725,0,0.056657224,0
粤菜,24742149,后街唐厨(购书中心店),天河路123号购书中心5楼(近维多利广场),7999,8.987071813,4,8,9,8.3,3828,47.86,1,天河区,天河城/体育中心,1,3733,3,1,0,0,0,0,85,797,6.680854679,回头客（237）上菜快（122）干净卫生（36）不推荐（113）下午茶（64）闺蜜聚会（44）朋友聚餐（29）文艺清新（22）家庭聚餐（14）,0.717425432,0,0.091051805,0,0.191522763,0
粤菜,518191,侨美食家(沙面总店),荔灣區沙面南街52号(近白天鹅宾馆),4752,8.466320861,4,8.4,8.1,7.6,2142,46.51,1,荔湾区,沙面,0,1071,63,1,0,0,0,1,137,2560,7.847762537,回头客（269）上菜快（51）干净卫生（32）有萌宠（7）深夜食堂（46）不推荐（40）下午茶（37）请客（30）家庭聚餐（15）朋友聚餐（8）,0.831775701,0,0.072897196,0,0.095327103,0
粤菜,5320738,广州天河希尔顿酒店随轩中餐厅,林和西横路215号广州天河希尔顿酒店5楼(近广州军体院),726,6.587550015,4.5,8.6,9.1,8.9,417,57.36,1,天河区,天河北,1,266,5,1,1,0,0,0,201,1941,7.570958583,回头客（18）干净卫生（6）上菜慢（22）下午茶（19）请客（9）不推荐（7）朋友聚餐（4）年会（4）工作餐（3）家庭聚餐（3）,0.705263158,0,0.063157895,0,0.231578947,0
